country	Russia	64.6863136	97.7453061
country	Nicaragua	12.3506436	-85.7841006
country	Brazil	-10.3333333	-53.2
country	United Kingdom	54.7023545	-3.2765753
country	Puerto Rico	18.2247706	-66.4858295
country	Germany	51.1638175	10.4478313
country	USA	39.7837304	-100.445882
country	India	22.3511148	78.6677428
country	China	35.000074	104.999927
country	South Korea	36.638392	127.6961188
country	France	46.603354	1.8883335
country	Spain	39.3260685	-4.8379791
country	Mexico	23.6585116	-102.0077097
country	Chile	-31.7613365	-71.3187697
country	Botswana	-23.1681782	24.5928742
country	Denmark	55.670249	10.3333283
country	Canada	61.0666922	-107.991707
country	Turkey	39.294076	35.2316631
country	South Africa	-28.8166236	24.991639
country	Japan	36.5748441	139.2394179
country	Israel	30.8124247	34.8594762
country	Hungary	47.1817585	19.5060937
country	Bulgaria	42.6073975	25.4856617
country	Italy	42.6384261	12.674297
country	Hong Kong	22.3492155	114.1857978
country	Iraq	33.0955793	44.1749775
country	Kenya	1.4419683	38.4313975
country	Saudi Arabia	25.6242618	42.3528328
country	Cameroon	4.6125522	13.1535811
country	Thailand	14.8971921	100.83273
country	New Zealand	-41.5000831	172.8344077
country	Australia	-24.7761086	134.755
country	Iran	32.6475314	54.5643516
country	Viet Nam	15.9266657	107.9650855
country	Guam	13.4499943	144.7651677
country	Argentina	-34.9964963	-64.9672817
country	Colombia	4.099917	-72.9088133
country	Senegal	14.4750607	-14.4529612
country	Switzerland	46.7985624	8.2319736
country	Peru	-6.8699697	-75.0458515
country	Kazakhstan	48.1012954	66.7780818
country	Qatar	25.3336984	51.2295295
country	Kuwait	29.2733964	47.4979476
country	Cambodia	12.5433216	104.8144914
country	Poland	52.215933	19.134422
country	Belgium	50.6402809	4.6667145
country	Philippines	12.7503486	122.7312101
country	Guatemala	15.5855545	-90.345759
country	Nepal	28.3780464	83.9999901
country	Bhutan	27.549511	90.5119273
country	Pakistan	30.3308401	71.247499
country	Zambia	-14.5189121	27.5589884
country	Taiwan	23.9739374	120.9820179
country	Serbia	44.0243229	21.0765743
country	Myanmar	17.1750495	95.9999652
country	Malaysia	4.5693754	102.2656823
country	Nigeria	9.6000359	7.9999721
country	Singapore	1.357107	103.8194992
country	Bahrain	26.1551249	50.5344606
country	State of Palestine	31.462421	34.2627215
country	Egypt	26.2540493	29.2675469
country	Tunisia	33.8439408	9.400138
country	Czech Republic	49.7439047	15.3381061

division	Amazonas	-3.4168	-65.8561
division	Rio de Janeiro	-22.9110137	-43.2093727
division	Suffolk	52.2410014	1.0465716
division	San Juan	18.3842391	-66.05344
division	Bayern	48.9467562	11.4038717
division	Rheinland-Pfalz	49.9531599	7.310646
division	Montana	47.3752671	-109.638757
division	MN	45.9896587	-94.6113288
division	Nebraska	41.7370229	-99.5873816
division	Iowa	41.9216734	-93.3122705
division	California	36.7014631	-118.755997
division	Karnataka	14.9562045	75.7896741
division	IL	40.0796606	-89.4337288
division	Indiana	40.3270127	-86.1746933
division	Sao Paulo	-23.5506507	-46.6333824
division	Guizhou	27.0	107.0
division	North_Carolina	35.6729639	-79.0392919
division	Auvergne-Rhone-Alpes	45.2968119	4.6604809
division	Quintana Roo	19.6666671	-88.5000001
division	Mexico City	19.3207722	-99.1514678
division	Nuevo Leon	26.2384363	-99.8873
division	Campeche	19.0	-90.5
division	State of Mexico	19.4839446	-99.6899716
division	Tabasco	17.9999288	-92.6681659
division	Colima	19.166667	-104.0
division	NC	35.6729639	-79.0392919
division	Gaborone	-24.6581357	25.9088474
division	Gyeonggi	37.2884675	127.0535231
division	Rhode Island	41.7962409	-71.5992372
division	Michigan	43.6211955	-84.6824346
division	Toronto	43.6534817	-79.3839347
division	Tennessee	35.7730076	-86.2820081
division	Izmir	38.4192537	27.128469
division	New Hampshire	43.4849133	-71.6553992
division	Wisconsin	44.4308975	-89.6884637
division	Kilifi	-3.1507392	39.6750716
division	PACA	43.6008636	7.0816483
division	Riyadh	24.638916	46.7160104
division	New Jersey	40.0757384	-74.4041622
division	Pennsylvania	40.9699889	-77.7278831
division	Minnesota	45.9896587	-94.6113288
division	Douala	4.0429389	9.7062018
division	Yaounde	3.8689867	11.5213344
division	Buea	4.1567895	9.2315915
division	Bandjoun	5.3748573	10.4121552
division	Bertoua	4.5776155	13.6843792
division	Foumban	5.7282262	10.8971603
division	British Columbia	55.001251	-125.002441
division	Fukushima	37.760777	140.4745807
division	Sydney	-33.8698439	151.2082848
division	Florida	27.7567667	-81.4639835
division	Veneto	45.6476663	11.8665254
division	Shiraz	29.6060218	52.5378041
division	Adana	36.9863599	35.3252861
division	Baghdad	33.3061701	44.3872213
division	Wasit	32.6944827	45.6848009
division	Minas Gerais	-18.5264844	-44.1588654
division	ShanDong	36.398987	118.5055691
division	England	52.5310214	-1.2649062
division	Thanh Hoa	19.9781573	105.4816107
division	Germany-SN	51.8173539	10.7275565
division	Arizona	34.395342	-111.763275
division	Massachusetts	42.3788774	-72.032366
division	Santa Catarina	-27.0628367	-51.114965
division	Mato Grosso	-12.2115009	-55.5716547
division	Espirito Santo	-19.5687682	-40.1721991
division	Washington	38.8950982	-77.0363849
division	Illinois	40.0796606	-89.4337288
division	New York	40.7127281	-74.0060152
division	Zhejiang	29.0000001	119.9999999
division	Hessen	50.6080651	9.0284647
division	Colorado	38.7251776	-105.607716
division	Aomori	40.886943	140.590121
division	Texas	31.2638905	-98.5456116
division	Kentucky	37.5726028	-85.1551411
division	Yigo	13.5379424	144.8984955
division	North Dakota	47.6201461	-100.540737
division	Alaska	64.4459613	-149.680909
division	Okinawa	26.5707754	128.0255901
division	North Jeolla	35.8198999	127.109
division	Tehran	35.6892523	51.3896004
division	Bangkok	13.7524938	100.4935089
division	Missouri	38.7604815	-92.5617875
division	Maryland	39.5162401	-76.9382069
division	Estado do Parana	-24.4842187	-51.8148872
division	Utah	39.4225192	-111.714358
division	South Dakota	44.6471761	-100.348761
division	Kansas	38.27312	-98.5821872
division	Ohio	40.2253569	-82.6881395
division	District of Columbia	38.8950982	-77.0363849
division	Oregon	43.9792797	-120.737257
division	Northern Ireland	54.5859836	-6.9591554
division	Delaware	38.6920451	-75.4013315
division	Friuli-Venezia Giulia	46.151042	13.055904
division	Baden-Wurttemberg	48.53775	9.041169
division	Virginia	37.1232245	-78.4927721
division	New Mexico	34.5802074	-105.996047
division	Nevada	39.5158825	-116.853722
division	Louisiana	30.8703881	-92.007126
division	Hawaii	19.5938015	-155.4283701
division	Connecticut	41.6500201	-72.7342163
division	Miyazaki	32.097681	131.294542
division	Ahmadi	29.0890687	48.0610236
division	South Carolina	33.6874388	-80.4363743
division	Kerala	10.3528744	76.5120396
division	Victoria	-36.5986096	144.6780052
division	New South Wales	-31.8759835	147.2869493
division	Mississippi	32.9715285	-89.7348497
division	WA	47.2868352	-120.212613
division	North Carolina	35.6729639	-79.0392919
division	Manila	14.5904492	120.9803621
division	Kamphaeng Phet	16.4183581	99.6111616
division	Tottori	35.3555075	133.8678525
division	Maine	45.709097	-68.8590201
division	Wenzhou	27.9963899	120.695345
division	Quebec	52.4760892	-71.8258668
division	Karaganda	49.1767322	74.1811272
division	Kanagawa	35.4342935	139.374753
division	Veracruz	19.333333	-96.666667
division	Oklahoma	34.9550817	-97.2684063
division	Brisbane	-27.4689623	153.0235009
division	Yaroslavl	57.6263877	39.8933705
division	Moscow	55.625578	37.6063916
division	Arkansas	35.2048883	-92.4479108
division	West Virginia	38.4758406	-80.8408415
division	Selangor	3.2083304	101.304146
division	Kuala Lumpur	3.1516964	101.6942371
division	Vladivostok	43.1150678	131.8855768
division	Diepholz	52.7479717	8.7615216
